date,P_t,P_next_actual,P_hat_M0,r_hat_intact,P_hat_intact,r_hat_gfw,P_hat_gfw,r_hat_portwatch,P_hat_portwatch,r_hat_shipping,P_hat_shipping
2023-10-13,94.33,93.72,94.33,-0.006905067569828505,93.68088863419021,-0.006947197577929665,93.67694194073083,-0.006720739638326312,93.698158230199,-0.006596398331377262,93.70980950600448
2023-10-20,93.72,90.73,93.72,-0.0007439610142510045,93.65030190329246,-0.000716375096069255,93.65288536849191,-0.0006210598816080992,93.66181233877701,-0.0006572750817068762,93.65842041892144
2023-10-27,90.73,87.55,90.73,-0.002918626512726785,90.46557907716141,-0.002799630404788811,90.476344769499,-0.0027371248857228636,90.48200021713849,-0.002683878713743315,90.48681816555063
2023-11-03,87.55,83.66,87.55,-0.004039310473495483,87.19707164151852,-0.003978158190567349,87.20240410455852,-0.0038934156568450895,87.20979417035105,-0.003918797578492228,87.20758064628042
2023-11-10,83.66,81.22,83.66,-0.0032467520388288484,83.38881719431568,-0.0030884381894029644,83.40201984401834,-0.0032177872680989594,83.39123256726734,-0.0032035553816696094,83.39241939026378
2023-11-17,81.22,79.82,81.22,-0.005049834017395671,80.81088632856887,-0.004898304083096772,80.82313252467408,-0.00487434190172964,80.82506924643825,-0.004806364815942654,80.83056368585002
2023-11-24,79.82,78.72,79.82,-0.005975884985128577,79.3444272597579,-0.005796267642153463,79.35868017495923,-0.005979644193343958,79.34412898809572,-0.005919949582688044,79.3488655463556
2023-12-01,78.72,75.94,78.72,-0.00604639415455166,78.24546391397023,-0.0059487847934964755,78.25310177646571,-0.005932410981065228,78.25438308856631,-0.005843223014904808,78.26136274908336
2023-12-08,75.94,76.84,75.94,-0.00019968101576450792,75.92483773752122,-3.6648327982558015e-05,75.93721697696989,-0.00017431264125744583,75.92676385167042,-0.0001562156326084807,75.92813791140567
2023-12-15,76.84,80.23,76.84,-0.0031222247567535,76.60046238941014,-0.0029480183878365374,76.61380784021787,-0.0032007636855673205,76.59444650739098,-0.0031497298847180666,76.59835551286506
2023-12-22,80.23,77.69,80.23,-0.005193476067807179,79.81440753396261,-0.005077083966503526,79.8236978412185,-0.005116169682428673,79.82057793581285,-0.005091996165676349,79.82250750321289
2023-12-29,77.69,78.31,77.69,-0.0065675831759337555,77.18143630822948,-0.00644539339130068,77.19086766750581,-0.006330953063414579,77.19970192119929,-0.0063047080657887555,77.20172805378073
2024-01-05,78.31,79.89,78.31,-1.929986040072329e-05,78.30848864251656,2.5484028952194038e-05,78.31199567973613,0.00011426336410558235,78.31894847527481,0.00017316091030172842,78.32356140500445
2024-01-12,79.89,80.71,79.89,-0.007004360706434731,79.33237679997588,-0.006888103583908567,79.34160028996362,-0.0069960196091338744,79.33303852180961,-0.006877805786957403,79.34241733786007
2024-01-19,80.71,83.34,80.71,-0.0032806926794712865,80.44564915787556,-0.00323670427065359,80.44918791180983,-0.00298877980338208,80.4691357065363,-0.0028217447918175154,80.48257799218455
2024-01-26,83.34,79.54,83.34,-8.673940059855667e-05,83.33277145185862,-6.75292497884783e-05,83.33437230234188,-5.8084943675762446e-05,83.33515934138012,7.625013676593184e-05,83.3463549286771
2024-02-02,79.54,83.58,79.54,-0.003913019239366378,79.22936660329052,-0.0037928557458197787,79.23888765280289,-0.003843857918615967,79.23484640041984,-0.003662546352588336,79.24921389696195
2024-02-09,83.58,84.88,83.58,-0.002132268820519201,83.40197483818224,-0.0020270404021092148,83.41075155785879,-0.00218319112144183,83.39772792585417,-0.002030390194703635,83.4104721496089
