date,P_next_actual,P_hat_M0,P_hat_intact,P_hat_hormuz,P_hat_suez,P_hat_malacca,P_hat_mandeb,P_hat_panama,P_hat_cape,P_hat_joint4
2024-12-27,76.72,73.77,73.8433400432258,73.85363236132628,73.84167865399813,73.84531593367232,73.84104872210513,73.83968623382424,73.84118197236204,73.84752275455124
2025-01-03,79.76,76.72,76.74159416327645,76.74941313470605,76.74016291373094,76.74521065249917,76.74010636370116,76.74040255740836,76.73755069662074,76.74261917671099
2025-01-10,83.02,79.76,79.85654348161403,79.86800047583925,79.8571720820278,79.86222001947505,79.86036151883256,79.85574303583515,79.85758962618597,79.87181907936248
2025-01-17,78.71,83.02,82.90925434316269,82.91193845055754,82.90692097790345,82.90975318078539,82.90695614750548,82.90697687110593,82.9061169216737,82.90411161778201
2025-01-24,77.11,78.71,78.70794317949562,78.70819724560948,78.70646846876747,78.70899431862918,78.70551214922843,78.70646836106508,78.70524583185029,78.7012363622446
2025-01-31,74.68,77.11,77.15872246065922,77.16212328714828,77.1559900102012,77.159784585818,77.15643843912484,77.15702793703466,77.15557469204575,77.15364745642478
2025-02-07,75.19,74.68,74.49992643792821,74.50654597499354,74.49653526025227,74.50126362628542,74.49578446499771,74.4978678682549,74.49545217382675,74.49379118193498
2025-02-14,74.88,75.19,75.13271216911753,75.13803478238623,75.13096385369853,75.13605697604007,75.12986564057414,75.1320371426103,75.1299958214917,75.12936958437838
2025-02-21,74.76,74.88,74.71594576122874,74.71803949666418,74.71313544459235,74.71763736976285,74.71408455895923,74.71526805501018,74.71552316328265,74.71229662155825
2025-02-28,72.49,74.76,74.64492320197643,74.65023506026637,74.64361116689066,74.64614829959464,74.64317139259914,74.64277416286258,74.64188189323158,74.64402156054301
2025-03-07,71.94,72.49,72.38440287536649,72.39172463389737,72.38212263638377,72.38550926956468,72.3806212311682,72.38254552352812,72.37952854681573,72.38060333684957
2025-03-14,72.64,71.94,71.8200474918517,71.82174005573276,71.8180352091164,71.81922211709556,71.81772128282797,71.81887966879768,71.81670282537499,71.81364110297434
2025-03-21,74.69,72.64,72.45499871648786,72.46240600019605,72.4519740105284,72.45978399688128,72.45215088309763,72.45356644102247,72.45353028583578,72.45407317736114
2025-03-28,68.36,74.69,74.68216153601378,74.68848306344064,74.67791740948516,74.68327350794794,74.68129764840748,74.67920301793984,74.67912958490408,74.67824725298387
