date,rs:P001,rs:P002,rs:P003,rs:P004,rs:P005,rs:P006,rs:P007,rs:P008,rs:P009,rs:P010,rs:P011,sh:P001,sh:P002,sh:P003,sh:P004,sh:P005,sh:P006,sh:P007,sh:P008,sh:P009,sh:P010,sh:P011,sh:hormuz,sh:suez,sh:malacca,sh:mandeb,sh:panama,sh:cape
2022-12-30,0.036366582,0.03752833,0.03988982,0.038886037,0.036081437,0.039354436,0.035717405,0.04189619,0.036588512,0.03807301,0.034405347,0.033959385,0.033141635,0.033602487,0.033063754,0.033926483,0.034069505,0.035426922,0.03400072,0.03342882,0.035475865,0.03452771,0.03548509,0.03494671,0.03447666,0.035423122,0.034982633,0.035275467
2023-01-06,0.03530931,0.0357247,0.03610712,0.036967956,0.035066687,0.03533082,0.03507902,0.036477685,0.035066478,0.035536386,0.0341249,0.03538266,0.03498723,0.03540584,0.034709398,0.03560321,0.0352828,0.035561215,0.03547711,0.035431698,0.035845038,0.035998024,0.03639269,0.036625043,0.036447264,0.03660615,0.036611143,0.03684241
2023-01-13,0.03445683,0.034226984,0.036692366,0.03892316,0.03305035,0.03459573,0.03258045,0.038259458,0.033194702,0.033056192,0.028547006,0.037848026,0.03734822,0.037777007,0.035621002,0.037864387,0.038016096,0.037743106,0.03754507,0.0384076,0.036930926,0.03765151,0.03456677,0.035194643,0.034415293,0.034683242,0.034852754,0.035951134
2023-01-20,0.03481149,0.03418243,0.036013797,0.036342967,0.034345493,0.03328537,0.032477688,0.03552102,0.03252071,0.033305354,0.03720615,0.037212387,0.03671605,0.037237108,0.035953943,0.03770344,0.03713961,0.037245248,0.03722958,0.03726124,0.037141252,0.03786875,0.03503301,0.03558313,0.034086257,0.03519154,0.035100665,0.03628431
2023-01-27,0.036025833,0.03538558,0.036407106,0.03636132,0.036046214,0.03407163,0.035177115,0.03599882,0.03440591,0.034793828,0.039399315,0.035721548,0.03571183,0.03590728,0.035427693,0.036205392,0.035770744,0.03646968,0.036338285,0.03579748,0.03727685,0.0365074,0.035388608,0.03477378,0.033666454,0.035639785,0.034614474,0.03471002
2023-02-03,0.035636675,0.03568086,0.036049042,0.03495281,0.03570398,0.03424357,0.03467739,0.035832435,0.034675725,0.035243396,0.03727932,0.03585937,0.035195366,0.035802446,0.03513818,0.036054794,0.035614163,0.036127582,0.035850555,0.03565347,0.036054477,0.03674583,0.036014095,0.036139626,0.035107605,0.036067892,0.03590209,0.036697235
2023-02-10,0.03461303,0.034471788,0.03536385,0.032937683,0.034271467,0.033817403,0.033037376,0.03546706,0.0329545,0.03459069,0.03705401,0.037650086,0.03683625,0.03722882,0.037230223,0.037613146,0.037472825,0.03667194,0.037233375,0.037135825,0.036342796,0.037052758,0.035268,0.035703577,0.03497859,0.035486016,0.03526733,0.036249574
2023-02-17,0.036213953,0.034405947,0.03557408,0.034396864,0.03489887,0.033816773,0.033655718,0.035707176,0.03351917,0.03433596,0.036483243,0.036436625,0.035788182,0.0362314,0.035824426,0.03661711,0.036471408,0.03696229,0.036495436,0.036224823,0.037842724,0.03722043,0.03570847,0.035936855,0.035501808,0.035568245,0.035758026,0.036404017
2023-02-24,0.037847787,0.034575522,0.037065376,0.03586726,0.03587135,0.035059616,0.0342298,0.036908023,0.033819072,0.03481871,0.03912107,0.03563972,0.035414092,0.03564385,0.03610741,0.035899878,0.035804566,0.036522463,0.036330905,0.03544761,0.036759447,0.036309782,0.035322882,0.034586966,0.034451284,0.03538802,0.03441324,0.03477433
2023-03-03,0.03870663,0.033654988,0.0369436,0.035552397,0.03494255,0.034941487,0.032759495,0.036391404,0.0330372,0.034407258,0.037699576,0.036773473,0.03653439,0.036646567,0.03666938,0.03661932,0.036814332,0.036171656,0.037499294,0.03653465,0.036233276,0.03670211,0.035150528,0.034487195,0.034464516,0.034737688,0.03436692,0.034558095
