feature_index,channel,slot,lag,node_id,node_type,feature,group
856,choke,2,2,hormuz,choke,pw_n_tanker,PortWatch_chokepoint
857,choke,2,2,hormuz,choke,pw_n_total,PortWatch_chokepoint
858,choke,2,2,hormuz,choke,pw_capacity_tanker,PortWatch_chokepoint
859,choke,2,2,hormuz,choke,pw_capacity,PortWatch_chokepoint
860,choke,2,2,hormuz,choke,pw_tanker_share,PortWatch_chokepoint
861,choke,2,2,hormuz,choke,pw_tanker_cap_share,PortWatch_chokepoint
862,choke,2,2,hormuz,choke,pw_avg_tanker_size,PortWatch_chokepoint
863,choke,2,2,hormuz,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
864,choke,2,2,hormuz,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
865,choke,2,2,hormuz,choke,sar_detections_total,SAR
866,choke,2,2,hormuz,choke,sar_detections_dark,SAR
867,choke,2,2,hormuz,choke,sar_dark_share,SAR
868,choke,2,2,suez,choke,gfw_total_hours,GFW
869,choke,2,2,suez,choke,gfw_total_vessels,GFW
870,choke,2,2,suez,choke,gfw_cargo_hours,GFW
871,choke,2,2,suez,choke,gfw_bunker_hours,GFW
872,choke,2,2,suez,choke,gfw_other_hours,GFW
873,choke,2,2,suez,choke,gfw_other_share,GFW
874,choke,2,2,suez,choke,gfw_total_hours_mom_pct,GFW
875,choke,2,2,suez,choke,gfw_mean_presence_hours_per_vessel,GFW
876,choke,2,2,suez,choke,pw_n_tanker,PortWatch_chokepoint
877,choke,2,2,suez,choke,pw_n_total,PortWatch_chokepoint
878,choke,2,2,suez,choke,pw_capacity_tanker,PortWatch_chokepoint
879,choke,2,2,suez,choke,pw_capacity,PortWatch_chokepoint
880,choke,2,2,suez,choke,pw_tanker_share,PortWatch_chokepoint
881,choke,2,2,suez,choke,pw_tanker_cap_share,PortWatch_chokepoint
882,choke,2,2,suez,choke,pw_avg_tanker_size,PortWatch_chokepoint
883,choke,2,2,suez,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
884,choke,2,2,suez,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
885,choke,2,2,suez,choke,sar_detections_total,SAR
886,choke,2,2,suez,choke,sar_detections_dark,SAR
887,choke,2,2,suez,choke,sar_dark_share,SAR
888,choke,2,2,malacca,choke,gfw_total_hours,GFW
889,choke,2,2,malacca,choke,gfw_total_vessels,GFW
890,choke,2,2,malacca,choke,gfw_cargo_hours,GFW
891,choke,2,2,malacca,choke,gfw_bunker_hours,GFW
892,choke,2,2,malacca,choke,gfw_other_hours,GFW
893,choke,2,2,malacca,choke,gfw_other_share,GFW
894,choke,2,2,malacca,choke,gfw_total_hours_mom_pct,GFW
895,choke,2,2,malacca,choke,gfw_mean_presence_hours_per_vessel,GFW
896,choke,2,2,malacca,choke,pw_n_tanker,PortWatch_chokepoint
897,choke,2,2,malacca,choke,pw_n_total,PortWatch_chokepoint
898,choke,2,2,malacca,choke,pw_capacity_tanker,PortWatch_chokepoint
899,choke,2,2,malacca,choke,pw_capacity,PortWatch_chokepoint
900,choke,2,2,malacca,choke,pw_tanker_share,PortWatch_chokepoint
901,choke,2,2,malacca,choke,pw_tanker_cap_share,PortWatch_chokepoint
902,choke,2,2,malacca,choke,pw_avg_tanker_size,PortWatch_chokepoint
903,choke,2,2,malacca,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
904,choke,2,2,malacca,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
905,choke,2,2,malacca,choke,sar_detections_total,SAR
906,choke,2,2,malacca,choke,sar_detections_dark,SAR
907,choke,2,2,malacca,choke,sar_dark_share,SAR
908,choke,2,2,mandeb,choke,gfw_total_hours,GFW
909,choke,2,2,mandeb,choke,gfw_total_vessels,GFW
910,choke,2,2,mandeb,choke,gfw_cargo_hours,GFW
911,choke,2,2,mandeb,choke,gfw_bunker_hours,GFW
912,choke,2,2,mandeb,choke,gfw_other_hours,GFW
913,choke,2,2,mandeb,choke,gfw_other_share,GFW
914,choke,2,2,mandeb,choke,gfw_total_hours_mom_pct,GFW
915,choke,2,2,mandeb,choke,gfw_mean_presence_hours_per_vessel,GFW
916,choke,2,2,mandeb,choke,pw_n_tanker,PortWatch_chokepoint
917,choke,2,2,mandeb,choke,pw_n_total,PortWatch_chokepoint
918,choke,2,2,mandeb,choke,pw_capacity_tanker,PortWatch_chokepoint
919,choke,2,2,mandeb,choke,pw_capacity,PortWatch_chokepoint
920,choke,2,2,mandeb,choke,pw_tanker_share,PortWatch_chokepoint
921,choke,2,2,mandeb,choke,pw_tanker_cap_share,PortWatch_chokepoint
922,choke,2,2,mandeb,choke,pw_avg_tanker_size,PortWatch_chokepoint
923,choke,2,2,mandeb,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
924,choke,2,2,mandeb,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
925,choke,2,2,mandeb,choke,sar_detections_total,SAR
926,choke,2,2,mandeb,choke,sar_detections_dark,SAR
927,choke,2,2,mandeb,choke,sar_dark_share,SAR
928,choke,2,2,panama,choke,gfw_total_hours,GFW
929,choke,2,2,panama,choke,gfw_total_vessels,GFW
930,choke,2,2,panama,choke,gfw_cargo_hours,GFW
931,choke,2,2,panama,choke,gfw_bunker_hours,GFW
932,choke,2,2,panama,choke,gfw_other_hours,GFW
933,choke,2,2,panama,choke,gfw_other_share,GFW
934,choke,2,2,panama,choke,gfw_total_hours_mom_pct,GFW
935,choke,2,2,panama,choke,gfw_mean_presence_hours_per_vessel,GFW
936,choke,2,2,panama,choke,pw_n_tanker,PortWatch_chokepoint
937,choke,2,2,panama,choke,pw_n_total,PortWatch_chokepoint
938,choke,2,2,panama,choke,pw_capacity_tanker,PortWatch_chokepoint
939,choke,2,2,panama,choke,pw_capacity,PortWatch_chokepoint
940,choke,2,2,panama,choke,pw_tanker_share,PortWatch_chokepoint
941,choke,2,2,panama,choke,pw_tanker_cap_share,PortWatch_chokepoint
942,choke,2,2,panama,choke,pw_avg_tanker_size,PortWatch_chokepoint
943,choke,2,2,panama,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
944,choke,2,2,panama,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
945,choke,2,2,panama,choke,sar_detections_total,SAR
946,choke,2,2,panama,choke,sar_detections_dark,SAR
947,choke,2,2,panama,choke,sar_dark_share,SAR
948,choke,2,2,cape,choke,gfw_total_hours,GFW
949,choke,2,2,cape,choke,gfw_total_vessels,GFW
950,choke,2,2,cape,choke,gfw_cargo_hours,GFW
951,choke,2,2,cape,choke,gfw_bunker_hours,GFW
952,choke,2,2,cape,choke,gfw_other_hours,GFW
953,choke,2,2,cape,choke,gfw_other_share,GFW
954,choke,2,2,cape,choke,gfw_total_hours_mom_pct,GFW
955,choke,2,2,cape,choke,gfw_mean_presence_hours_per_vessel,GFW
956,choke,2,2,cape,choke,pw_n_tanker,PortWatch_chokepoint
957,choke,2,2,cape,choke,pw_n_total,PortWatch_chokepoint
958,choke,2,2,cape,choke,pw_capacity_tanker,PortWatch_chokepoint
959,choke,2,2,cape,choke,pw_capacity,PortWatch_chokepoint
960,choke,2,2,cape,choke,pw_tanker_share,PortWatch_chokepoint
961,choke,2,2,cape,choke,pw_tanker_cap_share,PortWatch_chokepoint
962,choke,2,2,cape,choke,pw_avg_tanker_size,PortWatch_chokepoint
963,choke,2,2,cape,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
964,choke,2,2,cape,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
965,choke,2,2,cape,choke,sar_detections_total,SAR
966,choke,2,2,cape,choke,sar_detections_dark,SAR
967,choke,2,2,cape,choke,sar_dark_share,SAR
968,choke,3,1,hormuz,choke,gfw_total_hours,GFW
969,choke,3,1,hormuz,choke,gfw_total_vessels,GFW
970,choke,3,1,hormuz,choke,gfw_cargo_hours,GFW
971,choke,3,1,hormuz,choke,gfw_bunker_hours,GFW
972,choke,3,1,hormuz,choke,gfw_other_hours,GFW
973,choke,3,1,hormuz,choke,gfw_other_share,GFW
974,choke,3,1,hormuz,choke,gfw_total_hours_mom_pct,GFW
975,choke,3,1,hormuz,choke,gfw_mean_presence_hours_per_vessel,GFW
976,choke,3,1,hormuz,choke,pw_n_tanker,PortWatch_chokepoint
977,choke,3,1,hormuz,choke,pw_n_total,PortWatch_chokepoint
978,choke,3,1,hormuz,choke,pw_capacity_tanker,PortWatch_chokepoint
979,choke,3,1,hormuz,choke,pw_capacity,PortWatch_chokepoint
980,choke,3,1,hormuz,choke,pw_tanker_share,PortWatch_chokepoint
981,choke,3,1,hormuz,choke,pw_tanker_cap_share,PortWatch_chokepoint
982,choke,3,1,hormuz,choke,pw_avg_tanker_size,PortWatch_chokepoint
983,choke,3,1,hormuz,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
984,choke,3,1,hormuz,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
985,choke,3,1,hormuz,choke,sar_detections_total,SAR
986,choke,3,1,hormuz,choke,sar_detections_dark,SAR
987,choke,3,1,hormuz,choke,sar_dark_share,SAR
988,choke,3,1,suez,choke,gfw_total_hours,GFW
989,choke,3,1,suez,choke,gfw_total_vessels,GFW
990,choke,3,1,suez,choke,gfw_cargo_hours,GFW
991,choke,3,1,suez,choke,gfw_bunker_hours,GFW
992,choke,3,1,suez,choke,gfw_other_hours,GFW
993,choke,3,1,suez,choke,gfw_other_share,GFW
994,choke,3,1,suez,choke,gfw_total_hours_mom_pct,GFW
995,choke,3,1,suez,choke,gfw_mean_presence_hours_per_vessel,GFW
996,choke,3,1,suez,choke,pw_n_tanker,PortWatch_chokepoint
997,choke,3,1,suez,choke,pw_n_total,PortWatch_chokepoint
998,choke,3,1,suez,choke,pw_capacity_tanker,PortWatch_chokepoint
999,choke,3,1,suez,choke,pw_capacity,PortWatch_chokepoint
1000,choke,3,1,suez,choke,pw_tanker_share,PortWatch_chokepoint
1001,choke,3,1,suez,choke,pw_tanker_cap_share,PortWatch_chokepoint
1002,choke,3,1,suez,choke,pw_avg_tanker_size,PortWatch_chokepoint
1003,choke,3,1,suez,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
1004,choke,3,1,suez,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
1005,choke,3,1,suez,choke,sar_detections_total,SAR
1006,choke,3,1,suez,choke,sar_detections_dark,SAR
1007,choke,3,1,suez,choke,sar_dark_share,SAR
1008,choke,3,1,malacca,choke,gfw_total_hours,GFW
1009,choke,3,1,malacca,choke,gfw_total_vessels,GFW
1010,choke,3,1,malacca,choke,gfw_cargo_hours,GFW
1011,choke,3,1,malacca,choke,gfw_bunker_hours,GFW
1012,choke,3,1,malacca,choke,gfw_other_hours,GFW
1013,choke,3,1,malacca,choke,gfw_other_share,GFW
1014,choke,3,1,malacca,choke,gfw_total_hours_mom_pct,GFW
1015,choke,3,1,malacca,choke,gfw_mean_presence_hours_per_vessel,GFW
1016,choke,3,1,malacca,choke,pw_n_tanker,PortWatch_chokepoint
1017,choke,3,1,malacca,choke,pw_n_total,PortWatch_chokepoint
1018,choke,3,1,malacca,choke,pw_capacity_tanker,PortWatch_chokepoint
1019,choke,3,1,malacca,choke,pw_capacity,PortWatch_chokepoint
1020,choke,3,1,malacca,choke,pw_tanker_share,PortWatch_chokepoint
1021,choke,3,1,malacca,choke,pw_tanker_cap_share,PortWatch_chokepoint
1022,choke,3,1,malacca,choke,pw_avg_tanker_size,PortWatch_chokepoint
1023,choke,3,1,malacca,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
1024,choke,3,1,malacca,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
1025,choke,3,1,malacca,choke,sar_detections_total,SAR
1026,choke,3,1,malacca,choke,sar_detections_dark,SAR
1027,choke,3,1,malacca,choke,sar_dark_share,SAR
1028,choke,3,1,mandeb,choke,gfw_total_hours,GFW
1029,choke,3,1,mandeb,choke,gfw_total_vessels,GFW
1030,choke,3,1,mandeb,choke,gfw_cargo_hours,GFW
1031,choke,3,1,mandeb,choke,gfw_bunker_hours,GFW
1032,choke,3,1,mandeb,choke,gfw_other_hours,GFW
1033,choke,3,1,mandeb,choke,gfw_other_share,GFW
1034,choke,3,1,mandeb,choke,gfw_total_hours_mom_pct,GFW
1035,choke,3,1,mandeb,choke,gfw_mean_presence_hours_per_vessel,GFW
1036,choke,3,1,mandeb,choke,pw_n_tanker,PortWatch_chokepoint
1037,choke,3,1,mandeb,choke,pw_n_total,PortWatch_chokepoint
1038,choke,3,1,mandeb,choke,pw_capacity_tanker,PortWatch_chokepoint
1039,choke,3,1,mandeb,choke,pw_capacity,PortWatch_chokepoint
1040,choke,3,1,mandeb,choke,pw_tanker_share,PortWatch_chokepoint
1041,choke,3,1,mandeb,choke,pw_tanker_cap_share,PortWatch_chokepoint
1042,choke,3,1,mandeb,choke,pw_avg_tanker_size,PortWatch_chokepoint
1043,choke,3,1,mandeb,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
1044,choke,3,1,mandeb,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
1045,choke,3,1,mandeb,choke,sar_detections_total,SAR
1046,choke,3,1,mandeb,choke,sar_detections_dark,SAR
1047,choke,3,1,mandeb,choke,sar_dark_share,SAR
1048,choke,3,1,panama,choke,gfw_total_hours,GFW
1049,choke,3,1,panama,choke,gfw_total_vessels,GFW
1050,choke,3,1,panama,choke,gfw_cargo_hours,GFW
1051,choke,3,1,panama,choke,gfw_bunker_hours,GFW
1052,choke,3,1,panama,choke,gfw_other_hours,GFW
1053,choke,3,1,panama,choke,gfw_other_share,GFW
1054,choke,3,1,panama,choke,gfw_total_hours_mom_pct,GFW
1055,choke,3,1,panama,choke,gfw_mean_presence_hours_per_vessel,GFW
1056,choke,3,1,panama,choke,pw_n_tanker,PortWatch_chokepoint
1057,choke,3,1,panama,choke,pw_n_total,PortWatch_chokepoint
1058,choke,3,1,panama,choke,pw_capacity_tanker,PortWatch_chokepoint
1059,choke,3,1,panama,choke,pw_capacity,PortWatch_chokepoint
1060,choke,3,1,panama,choke,pw_tanker_share,PortWatch_chokepoint
1061,choke,3,1,panama,choke,pw_tanker_cap_share,PortWatch_chokepoint
1062,choke,3,1,panama,choke,pw_avg_tanker_size,PortWatch_chokepoint
1063,choke,3,1,panama,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
1064,choke,3,1,panama,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
1065,choke,3,1,panama,choke,sar_detections_total,SAR
1066,choke,3,1,panama,choke,sar_detections_dark,SAR
1067,choke,3,1,panama,choke,sar_dark_share,SAR
1068,choke,3,1,cape,choke,gfw_total_hours,GFW
1069,choke,3,1,cape,choke,gfw_total_vessels,GFW
1070,choke,3,1,cape,choke,gfw_cargo_hours,GFW
1071,choke,3,1,cape,choke,gfw_bunker_hours,GFW
1072,choke,3,1,cape,choke,gfw_other_hours,GFW
1073,choke,3,1,cape,choke,gfw_other_share,GFW
1074,choke,3,1,cape,choke,gfw_total_hours_mom_pct,GFW
1075,choke,3,1,cape,choke,gfw_mean_presence_hours_per_vessel,GFW
1076,choke,3,1,cape,choke,pw_n_tanker,PortWatch_chokepoint
1077,choke,3,1,cape,choke,pw_n_total,PortWatch_chokepoint
1078,choke,3,1,cape,choke,pw_capacity_tanker,PortWatch_chokepoint
1079,choke,3,1,cape,choke,pw_capacity,PortWatch_chokepoint
1080,choke,3,1,cape,choke,pw_tanker_share,PortWatch_chokepoint
1081,choke,3,1,cape,choke,pw_tanker_cap_share,PortWatch_chokepoint
1082,choke,3,1,cape,choke,pw_avg_tanker_size,PortWatch_chokepoint
1083,choke,3,1,cape,choke,pw_n_tanker_wow_pct,PortWatch_chokepoint
1084,choke,3,1,cape,choke,pw_capacity_tanker_4w_ma,PortWatch_chokepoint
1085,choke,3,1,cape,choke,sar_detections_total,SAR
1086,choke,3,1,cape,choke,sar_detections_dark,SAR
1087,choke,3,1,cape,choke,sar_dark_share,SAR
